1,125,-122.398616764,300,0
2,300,97.4953374966,300,3
3,300,-1020.19377213,300,2
4,300,-947.803797438,300,0
5,217,-2073.98872765,300,0
6,300,-126.75745402,300,2
7,300,-2512.06532157,300,0
8,300,-2039.36175503,300,1
9,300,218.929545338,300,1
10,300,-601.852817133,300,0
11,300,-855.337613896,300,0
12,300,-576.47262338,300,1
13,300,-554.940093108,300,0
14,300,-1309.6825696,300,0
15,300,232.052158961,300,1
16,300,-49.6924818863,300,1
17,300,-336.122043602,300,1
18,300,-3402.28169243,300,0
19,300,-108.001864553,300,0
20,300,-1043.19647831,300,0
21,300,-275.187883652,300,0
22,300,-65.4393583057,300,1
23,300,90.6933439783,300,0
24,300,108.265833014,300,0
25,300,-711.19896741,300,0
26,300,12.9972443777,300,0
27,300,-944.56784913,300,0
28,300,-405.461669164,300,0
29,119,-35.2336901272,300,1
30,300,-835.296911338,300,1
31,300,-276.746935939,300,0
32,297,-154.101865424,300,0
33,300,-268.641579154,300,0
34,300,-1252.63445378,300,1
35,300,-1241.21640481,300,0
36,300,-588.962787195,300,0
37,300,-1364.58035515,300,0
38,300,-242.238753271,300,0
39,300,-822.492387438,300,0
40,300,97.4094625246,300,1
41,300,-207.146215735,300,0
42,300,-1893.46791197,300,0
43,300,-1003.069602,300,0
44,300,-259.59896686,300,0
45,300,-1973.37058806,300,0
46,300,-454.087990914,300,0
47,300,-437.855960623,300,0
48,300,-377.449452447,300,0
49,300,122.419290515,300,1
50,300,-268.222758907,300,1
51,300,-286.881775822,300,0
52,300,32.9468435627,300,0
53,300,-549.751218554,300,0
54,300,-840.050500312,300,0
55,300,-97.5373375848,300,0
56,300,-829.579631537,300,0
57,300,321.75080072,300,2
58,300,-969.688858771,300,0
59,300,-74.8419629954,300,0
60,300,-896.644863728,300,0
61,300,-1528.27494845,300,0
62,300,8.92247142528,300,1
63,300,-566.743241186,300,0
64,300,20.2475234714,300,0
65,300,-1110.57422814,300,0
66,300,-366.459644914,300,0
67,300,5.75550227594,300,0
68,300,-1003.4978098,300,0
69,300,-1279.83982173,300,2
70,300,-75.3734066921,300,0
71,300,-870.813278778,300,0
72,300,-647.245345944,300,0
73,300,-1198.24229865,300,0
74,300,-112.040162679,300,0
75,300,-1179.024951,300,0
76,300,-133.486201597,300,0
77,300,-114.951005035,300,0
78,300,-1160.09992493,300,0
79,300,-528.55439598,300,0
80,300,-229.579906896,300,0
81,300,-300.629771081,300,0
82,300,-667.230908047,300,0
83,300,100.307203528,300,0
84,300,-1171.92056907,300,0
85,300,31.392425078,300,0
86,300,-977.735542494,300,0
87,300,-896.60928739,300,0
88,300,-48.6057283268,300,0
89,300,-200.775793805,300,0
90,300,-154.905687284,300,0
91,300,-1022.25971483,300,1
92,300,-428.568410259,300,0
93,300,-192.496822853,300,0
94,300,-191.309742463,300,0
95,300,-62.9154576437,300,1
96,300,-384.750158108,300,0
97,300,-24.4528574286,300,0
98,300,-1515.31350263,300,0
99,300,-499.763047159,300,0
100,300,42.4606711393,300,0
101,300,-523.662447,300,0
102,300,-475.737840436,300,1
103,300,-1368.57015349,300,0
104,300,-272.062767627,300,0
105,300,-601.543834232,300,0
106,300,-91.103353186,300,0
107,300,-570.452154575,300,0
108,300,-489.982007008,300,0
109,300,-51.9630360861,300,0
110,300,-774.636890275,300,0
111,300,95.4403157495,300,0
112,300,194.970404862,300,1
113,300,-656.718050399,300,0
114,300,-174.168240029,300,1
115,300,-662.818358045,300,0
116,300,-571.630831205,300,0
117,300,-181.689828326,300,0
118,300,-647.651521719,300,0
119,300,-1417.02794743,300,0
120,300,-108.261061391,300,1
121,300,16.8059038188,300,0
122,300,-873.654034438,300,0
123,300,-849.625025053,300,0
124,300,-40.1632879115,300,0
125,300,-622.485781668,300,0
126,300,-1048.8191435,300,1
127,300,-640.138957809,300,0
128,300,-418.500954645,300,0
129,300,-435.10676246,300,1
130,300,109.802052539,300,0
131,300,-280.696523988,300,0
132,300,14.1647527496,300,0
133,300,-1108.63046481,300,0
134,300,69.4697602265,300,0
135,300,106.740555852,300,0
136,300,-57.4056278352,300,0
137,300,-39.1492762276,300,1
138,300,-8.11023209366,300,0
139,300,217.817051035,300,0
140,300,-503.538529283,300,0
141,300,-422.912408334,300,0
142,300,-1759.947282,300,0
143,300,-1651.03753583,300,0
144,300,-587.813550546,300,0
145,300,-12.0454743502,300,0
146,300,-170.400617343,300,0
147,300,-181.133131408,300,0
148,300,85.6049541163,300,0
149,300,-640.682412225,300,0
150,300,-255.726647684,300,0
151,300,-89.6220869978,300,1
152,300,404.358229844,300,2
153,300,-1493.39836713,300,0
154,300,-55.8940200043,300,0
155,300,-578.278101645,300,0
156,300,-540.807674524,300,0
157,300,-315.298767351,300,0
158,300,-1161.7264134,300,0
159,300,86.4366518854,300,0
160,300,-162.264783691,300,0
161,300,-140.116054539,300,0
162,300,-331.528491486,300,0
163,300,-1351.0750988,300,0
164,300,-121.516329738,300,1
165,300,-329.317997856,300,0
166,300,-431.245365505,300,0
167,300,-1341.55228344,300,0
168,300,-390.210197001,300,0
169,300,-166.647301925,300,0
170,300,-623.677300712,300,1
171,300,-25.4550141659,300,0
172,300,-854.224614566,300,0
173,300,-154.776849104,300,0
174,300,-719.982730162,300,0
175,300,-1473.42093662,300,0
