95,300,112.96336518,0
96,300,145.36188346,0
97,300,150.286289601,0
98,300,105.567076752,0
99,300,103.134424707,0
100,300,116.035268689,0
101,300,90.5872424347,0
102,300,239.644687139,1
103,300,37.1921186315,0
104,300,75.6674243054,0
105,300,313.831455057,1
106,300,102.941130233,0
107,300,117.071083206,0
108,300,41.6873947793,0
109,300,102.439996564,0
110,300,285.093972274,1
111,300,87.0493705431,0
112,300,334.818786056,1
113,300,110.939430947,0
114,300,96.9406413922,0
115,300,279.649708818,1
116,300,249.151001822,1
117,300,120.786532118,0
118,300,50.7650848945,0
119,300,308.092930361,1
120,300,67.9793198755,0
121,300,47.9234145557,0
122,300,676.144739875,3
123,300,95.0995812056,0
124,300,685.424950345,3
125,300,316.421043793,1
126,300,93.3970162293,0
127,300,108.040043661,0
128,300,110.353765948,0
129,300,491.117752918,2
130,300,117.209216996,0
131,300,102.484171843,0
132,300,44.0262272617,0
133,300,253.780134699,1
134,300,294.926866417,1
135,300,278.111218047,1
136,300,95.3570420304,0
137,300,275.838105019,1
138,300,286.932239991,1
139,300,458.289577762,2
140,300,64.1744250911,0
141,300,318.906294647,1
142,300,91.2821474285,0
143,300,251.751262856,1
144,300,53.1936048976,0
145,300,144.846522556,0
146,300,510.637496084,2
147,300,720.586702453,3
148,300,82.9784659437,0
149,300,84.7897177259,0
150,300,307.38850066,1
151,300,290.132713812,1
152,300,120.72485146,0
153,300,104.559592047,0
154,300,108.352821364,0
155,300,452.968867206,2
156,300,326.874420132,1
157,300,304.405884723,1
158,300,289.750011395,1
159,300,470.329450335,2
160,300,101.569727932,0
161,300,269.63485365,1
162,300,104.113251681,0
163,300,316.235515449,1
164,300,323.206422319,1
165,300,303.627201299,1
166,300,110.800508052,0
167,300,325.605526988,1
168,300,700.378794211,3
169,300,109.323001033,0
170,300,96.0905263343,0
171,300,121.031475079,0
172,300,493.307051161,2
173,300,125.734152606,0
174,300,298.525841227,1
175,300,63.3391403158,0
176,300,287.331879406,1
177,300,297.403697663,1
178,300,490.885927657,2
179,300,526.159432051,2
180,300,101.994070711,0
181,300,704.911365882,3
182,300,144.943090834,0
183,300,309.836858122,1
184,300,107.066993017,0
185,300,293.583677723,1
186,300,504.133908688,2
187,300,502.391755557,2
188,300,119.347184615,0
189,300,113.848412306,0
190,300,309.382609756,1
191,300,271.457285713,1
192,300,141.730366044,0
193,300,88.0562003063,0
194,300,293.751573309,1
195,300,136.076257607,0
196,300,97.4096801731,0
197,300,679.183425122,3
198,300,465.178929298,2
199,300,477.689400285,2
200,300,143.396792644,0
201,300,314.164545601,1
202,300,112.890918811,0
203,300,99.097663744,0
204,300,104.115467777,0
205,300,881.068185054,4
206,300,684.416787914,3
207,300,51.351353443,0
208,300,109.5108839,0
209,300,61.7658307827,0
210,300,121.404769805,0
211,300,301.240943231,1
212,300,115.945820935,0
213,300,317.717093931,1
214,300,94.8368250177,0
215,300,90.1912684666,0
216,300,299.910426918,1
217,300,99.5823871871,0
218,300,337.918401095,1
219,300,99.7546165691,0
220,300,310.991283842,1
221,300,113.548620013,0
222,300,293.12739804,1
223,300,122.796892516,0
224,300,707.734935884,3
225,300,51.0947333289,0
226,300,251.146745957,1
227,300,1055.58209682,5
228,300,78.4852897686,0
229,300,482.321197689,2
