0,300,87.4262083799,0
1,300,276.446711363,1
2,242,-43.780525498,0
3,300,498.600875649,2
4,300,83.9635881369,0
5,300,287.570309007,1
6,300,278.432667451,1
7,300,95.0142047188,0
8,300,281.666375496,1
9,300,274.173880872,1
10,300,62.7475217866,0
11,300,102.761450773,0
12,300,130.586826275,0
13,300,283.338702031,1
14,300,88.9326976231,0
15,300,694.649856504,3
16,300,70.9134334147,0
17,300,518.462894731,2
18,300,706.665480168,3
19,300,73.0504206468,0
20,300,86.0844476132,0
21,300,291.274974522,1
22,283,390.609456483,2
23,300,283.498654279,1
24,300,87.6589249718,0
25,300,72.60361887,0
26,300,324.335192356,1
27,300,105.774176989,0
28,300,277.33256467,1
29,300,102.135828973,0
30,300,95.6074788998,0
31,268,-14.2797235369,0
32,300,79.7567498584,0
33,300,83.9051559416,0
34,300,136.104736923,0
35,300,65.4803908311,0
36,300,88.9307982691,0
37,300,90.8556568969,0
38,300,297.351053003,1
39,300,113.929985391,0
40,300,88.0137653365,0
41,300,68.7032322587,0
42,300,107.617812863,0
43,300,334.200807182,1
44,300,111.442320279,0
45,300,106.91365123,0
46,300,497.814423879,2
47,300,319.09189947,1
48,300,88.8842227152,0
49,300,108.052860216,0
50,300,75.4089651696,0
51,300,461.959147912,2
52,300,490.29789779,2
53,300,319.557919008,1
54,300,457.604516611,2
55,300,103.613583116,0
56,300,69.6574699447,0
57,300,689.595199848,3
58,300,104.956175712,0
59,300,1087.69827777,5
60,300,308.027578481,1
61,300,289.47832475,1
62,300,51.1633624174,0
63,300,338.215955938,1
64,300,82.2056731047,0
65,300,247.927371782,1
66,300,295.683943248,1
67,300,44.0467044063,0
68,300,68.7386312698,0
69,300,297.787308652,1
70,300,98.7407798886,0
71,300,65.2568547883,0
72,300,293.56193149,1
73,300,75.6771971043,0
74,300,302.642936664,1
75,300,103.174842643,0
76,300,264.972057632,1
77,300,42.6301157531,0
78,300,250.832283013,1
79,300,101.9360328,0
80,300,118.379931184,0
81,300,108.012931269,0
82,300,271.304457727,1
83,300,258.752362669,1
84,300,711.209676558,3
85,300,102.497864892,0
86,300,47.4456561594,0
87,300,101.548489313,0
88,300,107.175714469,0
89,300,1090.49285538,5
90,300,114.047136054,0
91,300,101.174815387,0
92,300,117.077529203,0
93,300,127.560392874,0
94,300,323.438952037,1
